,x,e
0,-20.0,0.0012087810672973495
1,-19.94869163673679,0.001191437669163084
2,-19.897383273473576,0.0011744060779846665
3,-19.846074910210366,0.001157796651097537
4,-19.79476654694715,0.0011417016764828528
5,-19.74345818368394,0.0011261755526514759
6,-19.692149820420727,0.0011112463569498807
7,-19.640841457157517,0.0010969177267037451
8,-19.589533093894303,0.0010831611918131047
9,-19.538224730631093,0.0010699316248451675
10,-19.486916367367883,0.0010571628951875052
11,-19.43560800410467,0.0010447692001822077
12,-19.38429964084146,0.001032654530722412
13,-19.332991277578245,0.0010207123346810511
14,-19.281682914315034,0.0010088386842669668
15,-19.23037455105182,0.0009969332535652666
16,-19.17906618778861,0.0009849028327035961
17,-19.127757824525396,0.0009726767667743547
18,-19.076449461262186,0.000960203721730097
19,-19.025141097998972,0.0009474617646305633
20,-18.973832734735762,0.0009344612336727681
21,-18.92252437147255,0.0009212400209907612
22,-18.871216008209338,0.0009078696482956625
23,-18.819907644946127,0.0008944540116393912
24,-18.768599281682913,0.0008811122182832892
25,-18.717290918419703,0.0008679859009915197
26,-18.66598255515649,0.0008552184564704378
27,-18.61467419189328,0.0008429481344149658
28,-18.563365828630065,0.0008313018203782182
29,-18.512057465366855,0.0008203832410372551
30,-18.46074910210364,0.0008102596274268236
31,-18.40944073884043,0.0008009594477289343
32,-18.35813237557722,0.0007924601164716454
33,-18.306824012314006,0.0007847032865883712
34,-18.255515649050796,0.0007775876306652001
35,-18.204207285787582,0.0007709762144992972
36,-18.152898922524372,0.0007647216983328604
37,-18.101590559261158,0.0007586550492422185
38,-18.050282195997948,0.0007526292283121502
39,-17.998973832734734,0.0007465195938134862
40,-17.947665469471524,0.0007402551245365935
41,-17.896357106208313,0.0007338206732619102
42,-17.8450487429451,0.0007272768812439645
43,-17.79374037968189,0.0007207761414328316
44,-17.742432016418675,0.0007145512784030751
45,-17.691123653155465,0.0007089247317738018
46,-17.63981528989225,0.0007042925319239206
47,-17.58850692662904,0.00070108113465493
48,-17.537198563365827,0.0006997400508902297
49,-17.485890200102617,0.0007006768383782865
50,-17.434581836839406,0.0007042250890905075
51,-17.383273473576192,0.0007105951579249013
52,-17.331965110312982,0.0007198389032556265
53,-17.28065674704977,0.0007318439685468255
54,-17.229348383786558,0.0007463232438535551
55,-17.178040020523344,0.0007628522294769305
56,-17.126731657260134,0.0007809077910071106
57,-17.07542329399692,0.0007998900220200953
58,-17.02411493073371,0.0008191980695213876
59,-16.9728065674705,0.0008382430732333367
60,-16.921498204207285,0.000856507398346357
61,-16.870189840944075,0.0008735596039845475
62,-16.81888147768086,0.0008890786355762713
63,-16.76757311441765,0.0009028841792085191
64,-16.716264751154437,0.0009149181522024536
65,-16.664956387891227,0.00092526783710882
66,-16.613648024628013,0.0009341535492037055
67,-16.562339661364803,0.0009418989472521713
68,-16.511031298101592,0.0009489384314245877
69,-16.45972293483838,0.000955752388562559
70,-16.408414571575165,0.0009628559923215427
71,-16.357106208311954,0.0009707438658030545
72,-16.305797845048744,0.0009798328597923726
73,-16.25448948178553,0.0009904509800761686
74,-16.20318111852232,0.0010027639239375476
75,-16.151872755259106,0.0010167882728778666
76,-16.100564391995896,0.001032368351223473
77,-16.04925602873268,0.0010491845492439863
78,-15.997947665469471,0.0010668082529040033
79,-15.94663930220626,0.0010847093266681811
80,-15.895330938943047,0.0011023150147642085
81,-15.844022575679835,0.001119065739646501
82,-15.792714212416623,0.0011344393726063532
83,-15.741405849153413,0.001148015590693284
84,-15.690097485890199,0.0011594880524126003
85,-15.638789122626989,0.001168698941339007
86,-15.587480759363775,0.0011756645470208155
87,-15.536172396100564,0.0011805555512603028
88,-15.484864032837352,0.001183725937837672
89,-15.43355566957414,0.0011856727622636997
90,-15.382247306310928,0.001187009792406329
91,-15.330938943047716,0.001188439323109683
92,-15.279630579784506,0.001190680521058379
93,-15.228322216521292,0.001194424626909059
94,-15.177013853258082,0.001200250849041227
95,-15.125705489994868,0.0012085898588974208
96,-15.074397126731657,0.0012196612861135531
97,-15.023088763468445,0.0012334420791034195
98,-14.971780400205233,0.0012496831692599443
99,-14.920472036942021,0.0012679180059767035
100,-14.869163673678809,0.001287498108989918
101,-14.817855310415599,0.0013076738142496246
102,-14.766546947152385,0.0013276393383814826
103,-14.715238583889175,0.001346593379919144
104,-14.66393022062596,0.0013638185859277372
105,-14.61262185736275,0.0013787038774546309
106,-14.561313494099538,0.0013908005226642272
107,-14.510005130836326,0.0013998543036896174
108,-14.458696767573114,0.0014058095901742177
109,-14.407388404309902,0.001408833498639301
110,-14.35608004104669,0.0014092932951958767
111,-14.304771677783478,0.0014077532096037216
112,-14.253463314520268,0.0014049352842615689
113,-14.202154951257054,0.0014016683662433614
114,-14.150846587993843,0.0013988368269278633
115,-14.09953822473063,0.0013972999639080307
116,-14.04822986146742,0.001397816924641123
117,-13.996921498204207,0.0014009740836133746
118,-13.945613134940995,0.0014071228643183652
119,-13.894304771677783,0.0014163336575396058
120,-13.842996408414571,0.0014283932196429453
121,-13.79168804515136,0.0014428124894576356
122,-13.740379681888147,0.0014588811970546068
123,-13.689071318624936,0.0014757319306150517
124,-13.637762955361723,0.0014924190346160934
125,-13.586454592098512,0.0015079912761257832
126,-13.5351462288353,0.0015215683023311734
127,-13.483837865572088,0.0015324027289030724
128,-13.432529502308876,0.0015399274562993828
129,-13.381221139045664,0.0015438047133582444
130,-13.329912775782452,0.0015439332562247135
131,-13.27860441251924,0.0015404733601618262
132,-13.22729604925603,0.0015338466435724037
133,-13.175987685992816,0.0015247002917386267
134,-13.124679322729605,0.0015139045253231521
135,-13.073370959466391,0.0015024795312175085
136,-13.022062596203181,0.001491527971992715
137,-12.970754232939969,0.0014821751025460132
138,-12.919445869676757,0.0014754357115609514
139,-12.868137506413545,0.0014721548778799112
140,-12.816829143150333,0.0014728988645409447
141,-12.765520779887122,0.0014778905092835718
142,-12.714212416623909,0.0014870006252947572
143,-12.662904053360698,0.0014997321193364827
144,-12.611595690097484,0.0015152957043488749
145,-12.560287326834274,0.0015326841173759276
146,-12.508978963571062,0.0015507499489811091
147,-12.45767060030785,0.0015683313873499968
148,-12.406362237044638,0.0015843256661215955
149,-12.355053873781426,0.0015977599860474473
150,-12.303745510518214,0.001607882134909431
151,-12.252437147255002,0.0016141708235221637
152,-12.201128783991791,0.0016163744801865612
153,-12.149820420728577,0.0016145407086429909
154,-12.098512057465367,0.0016089809137812378
155,-12.047203694202153,0.0016002788836460605
156,-11.995895330938943,0.0015892455471213738
157,-11.94458696767573,0.0015768587757968625
158,-11.893278604412519,0.0015642139551089536
159,-11.841970241149307,0.0015524148322952455
160,-11.790661877886095,0.0015425038793911653
161,-11.739353514622882,0.0015353490737438696
162,-11.68804515135967,0.0015315580719182686
163,-11.63673678809646,0.001531419076898467
164,-11.585428424833248,0.001534858432288295
165,-11.534120061570036,0.0015414468876871039
166,-11.482811698306824,0.001550447745369843
167,-11.431503335043612,0.0015608746361254616
168,-11.3801949717804,0.0015716073688203766
169,-11.328886608517188,0.0015814629330752027
170,-11.277578245253975,0.0015893127384467682
171,-11.226269881990763,0.001594144793683952
172,-11.174961518727551,0.0015951433277054316
173,-11.123653155464341,0.0015917328104918017
174,-11.072344792201129,0.001583624924360478
175,-11.021036428937917,0.0015708290668566055
176,-10.969728065674705,0.001553659028782374
177,-10.918419702411493,0.0015327414437625619
178,-10.86711133914828,0.001508977858067031
179,-10.815802975885068,0.001483504338024901
180,-10.764494612621856,0.0014576483701816793
181,-10.713186249358644,0.001432812074241848
182,-10.661877886095432,0.001410384835118389
183,-10.610569522832222,0.001391612871065696
184,-10.55926115956901,0.0013774722702236636
185,-10.507952796305798,0.001368549276161341
186,-10.456644433042586,0.0013649733744135752
187,-10.405336069779374,0.0013663744833499894
188,-10.354027706516161,0.0013719504113672606
189,-10.30271934325295,0.001380532259535636
190,-10.251410979989737,0.0013907287456211908
191,-10.200102616726525,0.001401047774934575
192,-10.148794253463315,0.0014100302210304845
193,-10.097485890200103,0.0014163649515416443
194,-10.04617752693689,0.0014189751568714144
195,-9.994869163673679,0.0014170745055802217
196,-9.943560800410467,0.001410217827766064
197,-9.892252437147254,0.001398312543964248
198,-9.840944073884042,0.0013816286004097009
199,-9.78963571062083,0.0013608021636014205
200,-9.738327347357618,0.0013367885301906269
201,-9.687018984094406,0.00131083517983566
202,-9.635710620831196,0.0012843942548863233
203,-9.584402257567984,0.0012590313763293363
204,-9.533093894304772,0.0012363021626610926
205,-9.48178553104156,0.0012175930324117641
206,-9.430477167778347,0.0012039649466819339
207,-9.379168804515135,0.0011960263445804926
208,-9.327860441251923,0.0011938284727573288
209,-9.276552077988711,0.001196867634852863
210,-9.225243714725499,0.0012041529965556611
211,-9.173935351462287,0.001214315469360221
212,-9.122626988199077,0.0012257925511968202
213,-9.071318624935865,0.0012369837994138082
214,-9.020010261672653,0.0012463947630064309
215,-8.96870189840944,0.0012527793607026716
216,-8.917393535146228,0.0012551993484835589
217,-8.866085171883016,0.00125310759738664
218,-8.814776808619804,0.0012463768388189895
219,-8.763468445356592,0.001235310858908418
220,-8.71216008209338,0.001220658154902221
221,-8.660851718830168,0.001203552721279771
222,-8.609543355566958,0.0011854820118019822
223,-8.558234992303746,0.0011681803193196343
224,-8.506926629040533,0.0011534729318004933
225,-8.455618265777321,0.00114310491694237
226,-8.40430990251411,0.0011385192760542887
227,-8.353001539250897,0.0011406571105354174
228,-8.301693175987685,0.0011498122838710851
229,-8.250384812724473,0.0011655802721882724
230,-8.199076449461261,0.0011869287503712394
231,-8.147768086198049,0.0012123409778246812
232,-8.096459722934839,0.0012400273128255947
233,-8.045151359671626,0.001268150783495245
234,-7.993842996408414,0.001294975523521225
235,-7.942534633145202,0.0013190442150427817
236,-7.89122626988199,0.001339265800524933
237,-7.839917906618778,0.0013549825051773798
238,-7.788609543355566,0.0013660332296049128
239,-7.737301180092354,0.0013727363788391647
240,-7.685992816829142,0.0013759049141468492
241,-7.63468445356593,0.001376780807767387
242,-7.583376090302719,0.0013769736387739134
243,-7.532067727039507,0.0013783296602759311
244,-7.480759363776295,0.001382753919000921
245,-7.429451000513083,0.0013920218594472833
246,-7.378142637249871,0.0014075475279145887
247,-7.326834273986659,0.0014302093283169411
248,-7.275525910723447,0.0014602208376330698
249,-7.224217547460235,0.0014971090451155898
250,-7.172909184197023,0.0015397887078939876
251,-7.121600820933811,0.0015867079490747545
252,-7.0702924576706,0.0016360406038671356
253,-7.018984094407388,0.0016858854455999324
254,-6.967675731144176,0.0017344182144072111
255,-6.916367367880964,0.0017800437719189838
256,-6.865059004617752,0.0018214993601856587
257,-6.81375064135454,0.0018579184994595857
258,-6.762442278091328,0.0018888912992417492
259,-6.711133914828116,0.0019144647339776149
260,-6.659825551564904,0.0019351452512558224
261,-6.608517188301693,0.0019518525271062187
262,-6.557208825038481,0.0019658607052586213
263,-6.505900461775269,0.001978691888134549
264,-6.454592098512057,0.0019919918354284615
265,-6.403283735248845,0.0020073731865625074
266,-6.351975371985633,0.0020262474577823057
267,-6.300667008722421,0.0020496808965464533
268,-6.249358645459209,0.0020782649750633233
269,-6.198050282195997,0.0021120536502466218
270,-6.1467419189327845,0.002150558633832979
